first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Darko,Gyabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Joël,Piroe,0,0,16,232,7,38.0,10.6,97.0,0,38,13.9,1,0,0,0.3,49,FWD,3.265306122448979
Patrick,Bamford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,49,FWD,0.0
Mateo,Joseph Fernández-Regatillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD,0.0
Lukas,Nmecha,6,1,71,975,20,128.2,283.2,415.0,8,259,82.6,3,0,0,0.5,50,FWD,14.2
Sean,Longstaff,2,2,56,1003,20,403.7,291.8,116.0,5,273,81.2,1,0,2,0.2,48,MID,11.666666666666668
Anton,Stach,5,6,137,2369,36,921.4,650.0,315.0,14,550,188.8,7,0,3,2.1,48,MID,28.541666666666668
Lucas Estella,Perri,0,0,43,1440,29,0.0,322.4,0.0,3,153,32.2,3,0,2,0.3,44,GKP,9.772727272727272
Dominic,Calvert-Lewin,14,2,140,2653,33,285.3,612.8,1002.0,20,467,189.0,8,0,3,13.3,58,FWD,24.137931034482758
Noah,Okafor,8,3,109,1553,26,275.0,438.8,435.0,11,354,115.0,6,0,3,1.3,55,MID,19.818181818181817
James,Justin,2,1,93,1803,23,176.6,452.2,214.0,9,329,84.5,6,0,4,2.3,40,DEF,23.25
Harry,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Sam,Chambers,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Jayden,Lienou,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Rhys,Chadwick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alfie,Cresswell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alisson,Becker,0,0,89,2250,30,0.1,468.4,0.0,8,382,46.7,8,0,1,5.1,54,GKP,16.48148148148148
Giorgi,Mamardashvili,0,0,34,867,18,0.0,275.6,0.0,2,139,27.5,2,0,0,0.6,41,GKP,8.292682926829269
Ármin,Pécsi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,38,GKP,0.0
Freddie,Woodman,0,0,6,212,4,0.0,83.8,0.0,0,34,8.4,0,0,0,0.3,39,GKP,1.5384615384615385
Jeremie,Frimpong,0,5,62,1016,13,228.4,128.4,182.0,1,230,54.0,5,0,1,5.0,57,DEF,10.87719298245614
Milos,Kerkez,2,1,84,2244,37,415.4,431.2,139.0,4,353,98.8,6,0,4,2.9,56,DEF,15.000000000000002
Andrew,Robertson,1,0,53,1083,15,287.2,222.6,119.0,4,204,63.1,4,0,0,1.0,57,DEF,9.298245614035087
Virgil,van Dijk,6,1,173,3330,52,204.3,1147.2,489.0,10,582,184.1,10,0,4,30.2,60,DEF,28.833333333333332
Ibrahima,Konaté,1,0,128,3002,44,148.0,765.4,98.0,8,522,101.4,10,0,6,3.8,54,DEF,23.703703703703702
Conor,Bradley,0,2,42,928,13,105.2,157.4,62.0,2,157,32.3,4,0,5,0.1,49,DEF,8.571428571428571
Joe,Gomez,0,2,32,593,14,77.8,122.8,31.0,2,91,23.2,2,0,4,0.1,49,DEF,6.530612244897958
Konstantinos,Tsimikas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,DEF,0.0
Amara,Nallo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,37,DEF,0.0
Rhys,Williams,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,37,DEF,0.0
Calvin,Ramsay,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,37,DEF,0.0
Mohamed,Salah,7,6,117,2071,34,720.4,498.4,741.0,10,367,196.0,7,0,1,13.7,140,MID,8.357142857142858
Florian,Wirtz,5,4,124,2357,32,906.2,520.8,642.0,17,518,206.9,10,0,1,8.5,83,MID,14.939759036144578
Luis,Díaz Marulanda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,80,MID,0.0
Cody,Gakpo,7,5,129,2646,38,681.9,532.4,815.0,5,445,202.7,10,0,3,5.6,73,MID,17.671232876712327
Federico,Chiesa,2,1,37,317,9,47.5,122.0,182.0,0,135,34.9,0,0,3,0.3,63,MID,5.8730158730158735
Alexis,Mac Allister,2,5,107,2564,40,527.4,460.4,332.0,9,479,131.6,7,0,6,1.8,61,MID,17.54098360655738
Dominik,Szoboszlai,6,7,158,3142,51,1268.9,845.8,394.0,21,760,250.8,9,1,8,13.2,70,MID,22.571428571428573
Curtis,Jones,0,3,71,1833,36,395.4,351.0,206.0,3,410,95.2,3,0,2,0.1,54,MID,13.148148148148147
Ryan,Gravenberch,5,5,142,2909,41,484.1,676.2,205.0,17,657,136.2,9,0,5,3.7,54,MID,26.296296296296294
Endo,Wataru,0,1,12,170,5,18.1,56.0,6.0,0,49,8.0,1,0,1,0.1,49,MID,2.4489795918367343
Stefan,Bajčetić Maquieira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,MID,0.0
James,McConnell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Tyler,Morton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Trey,Nyoni,0,0,5,14,1,12.7,2.4,4.0,0,9,1.8,0,0,0,0.3,43,MID,1.1627906976744187
Darwin,Núñez Ribeiro,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD,0.0
Jayden,Danns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,FWD,0.0
Alexander,Isak,3,1,41,694,9,39.2,146.4,191.0,4,140,36.9,1,0,0,3.9,103,FWD,3.9805825242718442
Hugo,Ekitiké,11,4,125,1797,25,307.2,525.8,739.0,22,433,156.2,7,0,0,15.9,90,FWD,13.88888888888889
Rio,Ngumoha,2,1,41,475,11,209.6,175.8,191.0,4,184,57.6,2,0,0,1.4,43,MID,9.534883720930234
Giovanni,Leoni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,DEF,0.0
Kieran,Morrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Wellity,Lucky,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Will,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD,0.0
Talla,Ndiaye,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Antoine,Semenyo,16,6,195,3088,50,577.8,880.8,995.0,18,655,245.3,12,0,7,47.3,81,MID,24.074074074074076
James,Trafford,0,0,11,270,4,0.0,100.2,0.0,0,62,10.1,1,0,0,0.9,45,GKP,2.4444444444444446
Marc,Guéhi,3,5,177,3060,34,303.6,888.4,398.0,14,677,159.1,14,0,6,32.8,51,DEF,34.70588235294118
Ederson,Santana de Moraes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,53,GKP,0.0
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,GKP,0.0
Rayan,Aït-Nouri,0,2,59,958,8,215.9,190.4,88.0,9,234,49.4,5,0,2,4.1,57,DEF,10.350877192982455
Joško,Gvardiol,2,2,78,1358,13,109.0,365.0,218.0,5,300,69.3,6,0,2,3.2,58,DEF,13.448275862068966
Manuel,Akanji,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,54,DEF,0.0
Nathan,Aké,0,0,35,610,7,108.9,125.6,68.0,1,149,30.4,3,0,1,0.6,52,DEF,6.730769230769231
Abdukodir,Khusanov,0,0,65,1337,12,109.6,288.6,21.0,3,283,42.1,6,0,2,0.7,54,DEF,12.037037037037036
Matheus,Nunes,1,8,152,2771,27,541.2,681.8,129.0,16,664,135.6,12,0,5,2.9,53,DEF,28.67924528301887
Rúben,dos Santos Gato Alves Dias,2,0,112,2049,20,139.5,549.2,96.0,4,447,78.6,12,0,3,3.1,55,DEF,20.363636363636363
John,Stones,0,0,13,359,8,20.9,82.2,2.0,0,48,10.5,1,0,0,0.6,54,DEF,2.4074074074074074
Rico,Lewis,0,1,19,311,5,97.3,67.4,43.0,2,75,20.7,1,0,1,1.2,46,DEF,4.130434782608696
Nico,O'Reilly,5,4,158,2553,24,410.6,634.6,543.0,10,559,158.8,14,0,5,19.7,53,DEF,29.81132075471698
Vitor,de Oliveira Nunes dos Reis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Omar,Marmoush,3,3,55,677,5,159.8,203.2,282.0,5,177,64.2,4,0,3,2.5,83,MID,6.626506024096385
Phil,Foden,7,5,128,1954,17,877.9,570.2,508.0,13,547,195.3,11,0,4,7.6,80,MID,16.0
Sávio,Moreira de Oliveira,1,2,40,693,5,159.6,133.4,288.0,1,130,58.0,3,0,2,0.4,69,MID,5.797101449275362
Bernardo,Mota Veiga de Carvalho e Silva,2,4,100,2756,28,785.7,496.2,311.0,4,514,159.5,13,0,10,0.7,62,MID,16.129032258064516
Rayan,Cherki,4,13,133,1706,17,980.4,603.4,567.0,16,576,215.3,8,0,1,19.6,66,MID,20.151515151515152
Jérémy,Doku,5,8,117,1685,17,812.9,532.6,600.0,15,514,194.4,8,0,0,6.5,65,MID,18.0
İlkay,Gündoğan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,63,MID,0.0
Rodrigo 'Rodri',Hernandez Cascante,1,0,62,1420,14,392.5,341.8,102.0,5,323,83.8,5,0,2,0.5,63,MID,9.841269841269842
Mateo,Kovačić,0,1,7,39,1,40.5,33.0,1.0,0,28,7.5,0,0,0,0.0,58,MID,1.206896551724138
Nico,González Iglesias,1,0,59,1471,16,216.1,292.6,65.0,1,320,57.3,7,0,6,0.1,59,MID,10.0
Claudio,Echeverri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Tijjani,Reijnders,5,2,87,1547,16,342.4,340.0,401.0,6,328,107.5,7,0,2,8.9,50,MID,17.4
Sverre,Nypan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Kalvin,Phillips,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47,MID,0.0
Erling,Haaland,26,8,230,2863,31,305.3,1137.6,1485.0,40,916,293.0,13,0,2,64.5,147,FWD,15.646258503401361
Gianluigi,Donnarumma,0,0,134,2970,28,10.3,651.2,2.0,5,561,66.5,15,0,7,9.3,56,GKP,23.92857142857143
Divine,Mukasa,0,0,2,25,0,28.3,4.2,4.0,0,5,3.7,0,0,0,0.0,44,MID,0.45454545454545453
Stephen,Mfuni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,DEF,0.0
Ryan,McAidoo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Charlie,Gray,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Reigan,Heskey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Max,Alleyne,0,0,5,135,1,14.8,34.0,26.0,0,27,7.5,0,0,0,0.0,39,DEF,1.2820512820512822
Bryan,Mbeumo,10,3,139,2538,37,790.6,593.4,843.0,15,498,222.7,7,0,4,14.9,83,MID,16.746987951807228
Altay,Bayındır,0,0,11,540,11,10.0,118.4,0.0,0,49,12.8,0,0,0,0.3,47,GKP,2.3404255319148937
André,Onana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,GKP,0.0
Elyh,Harrison,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Tom,Heaton,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,38,GKP,0.0
Dermot,Mee,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Matthijs,de Ligt,1,0,43,1170,20,60.2,276.6,122.0,5,169,45.7,1,0,0,1.8,49,DEF,8.775510204081632
Lisandro,Martínez,0,0,45,1139,15,93.6,290.6,19.0,3,215,40.6,4,1,0,0.4,48,DEF,9.375
Noussair,Mazraoui,0,0,47,904,10,109.1,195.8,35.0,6,207,33.9,4,0,3,0.3,49,DEF,9.591836734693876
Diego,León Blanco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,41,DEF,0.0
Diogo,Dalot Teixeira,1,6,111,2609,40,458.5,535.8,202.0,9,414,119.6,7,0,5,3.9,45,DEF,24.666666666666668
Patrick,Dorgu,3,3,77,1379,20,372.0,409.2,286.0,8,271,106.6,3,0,5,2.4,41,DEF,18.78048780487805
Harry,Maguire,1,2,84,1559,20,51.5,361.2,180.0,5,289,59.5,6,1,3,1.6,44,DEF,19.09090909090909
Luke,Shaw,1,1,107,3139,45,313.0,550.8,96.0,3,426,96.2,9,0,9,1.0,45,DEF,23.77777777777778
Leny,Yoro,0,1,55,1714,33,82.8,319.0,124.0,1,186,52.4,2,0,1,1.2,41,DEF,13.414634146341465
Harry,Amass,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Tyler,Fredricson,0,0,1,2,0,0.0,4.0,0.0,0,4,0.4,0,0,0,0.2,37,DEF,0.27027027027027023
Ayden,Heaven,0,1,42,920,15,32.0,233.6,26.0,3,164,29.1,2,0,2,2.6,37,DEF,11.35135135135135
Tyrell,Malacia,0,0,2,7,1,0.5,3.6,0.0,0,2,0.4,0,0,0,0.5,37,DEF,0.5405405405405405
Bruno,Borges Fernandes,8,23,221,2975,46,1890.0,1193.0,595.0,38,958,368.1,6,0,5,47.7,104,MID,21.25
Matheus,Santos Carneiro da Cunha,10,4,143,2493,35,545.4,675.8,801.0,14,591,202.5,8,0,4,8.4,81,MID,17.654320987654323
Marcus,Rashford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,70,MID,0.0
Amad,Diallo,2,4,84,2249,33,578.4,407.8,562.0,6,433,155.0,5,0,2,1.3,62,MID,13.548387096774194
Antony,dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID,0.0
Mason,Mount,3,0,53,937,15,209.5,189.4,161.0,3,182,56.0,4,0,2,0.3,59,MID,8.983050847457626
Carlos Henrique,Casimiro,9,4,165,2575,32,536.1,903.6,585.0,20,636,202.8,9,1,9,5.3,59,MID,27.966101694915253
Kobbie,Mainoo,1,2,71,1563,22,346.3,351.6,78.0,2,329,77.8,5,0,1,1.3,47,MID,15.106382978723405
Manuel,Ugarte Ribeiro,0,0,38,876,23,83.6,167.2,48.0,0,183,29.8,1,0,1,0.1,47,MID,8.085106382978724
Toby,Collyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jayce,Fitzgerald,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,MID,0.0
Jack,Fletcher,0,0,3,107,0,24.4,18.6,5.0,0,10,4.8,0,0,0,0.1,43,MID,0.6976744186046512
Sékou,Koné,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Jack,Moorhouse,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Rasmus,Højlund,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,63,FWD,0.0
Joshua,Zirkzee,2,1,41,591,8,175.9,164.4,245.0,6,144,58.1,2,0,3,0.4,58,FWD,7.06896551724138
Chido,Obi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,42,FWD,0.0
Ethan,Wheatley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FWD,0.0
Benjamin,Sesko,11,2,111,1630,30,156.1,483.8,803.0,19,405,143.4,2,0,2,5.0,72,FWD,15.416666666666666
Senne,Lammens,0,0,103,2790,39,0.0,617.4,2.0,11,388,61.9,7,0,0,3.5,51,GKP,20.196078431372552
Shea,Lacey,0,0,2,12,0,1.5,4.0,11.0,0,8,1.5,0,0,0,0.0,45,MID,0.4444444444444444
Bendito,Mantato,0,0,1,15,0,11.7,2.2,0.0,0,3,1.4,0,0,0,0.0,45,MID,0.2222222222222222
Tyler,Fletcher,0,0,1,1,0,1.0,0.4,0.0,0,3,0.1,0,0,0,0.0,44,MID,0.22727272727272727
Godwill,Kukonki,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Jim,Thwaites,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jacob,Ramsey,2,3,58,1351,29,326.2,282.0,165.0,3,282,77.3,1,1,3,0.2,53,MID,10.943396226415095
Yoane,Wissa,1,1,27,493,10,36.3,56.0,161.0,0,68,24.1,1,0,2,0.6,73,FWD,3.6986301369863015
Nick,Pope,0,1,94,2326,36,0.0,643.8,35.0,3,402,68.0,7,0,2,4.3,50,GKP,18.8
Mark,Gillespie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GKP,0.0
Odysseas,Vlachodimos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Lewis,Hall,1,2,78,2086,37,406.1,539.6,191.0,4,342,113.7,4,0,4,3.3,53,DEF,14.716981132075473
Fabian,Schär,0,0,51,1089,13,63.6,291.2,108.0,0,186,46.4,4,0,1,1.1,52,DEF,9.807692307692307
Sven,Botman,1,1,86,1744,25,85.1,560.2,190.0,6,323,83.6,5,0,2,0.4,49,DEF,17.551020408163264
Dan,Burn,1,3,92,2112,34,106.5,512.4,186.0,5,279,80.7,6,1,9,3.5,50,DEF,18.4
Tino,Livramento,0,1,59,1326,14,199.7,219.4,42.0,3,252,46.1,6,0,1,1.8,49,DEF,12.040816326530612
Kieran,Trippier,0,1,54,1586,27,488.6,289.2,14.0,2,225,79.1,5,0,3,1.4,49,DEF,11.020408163265305
Emil,Krafth,0,0,0,45,2,1.2,1.4,0.0,0,-8,0.3,0,0,0,0.0,43,DEF,0.0
Jamaal,Lascelles,0,0,1,19,2,0.0,10.2,7.0,0,0,1.7,0,0,0,0.0,43,DEF,0.23255813953488372
Alex,Murphy,0,0,1,1,1,0.0,2.2,0.0,0,-1,0.2,0,0,0,0.7,38,DEF,0.2631578947368421
Harrison,Ashby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Miodrag,Pivaš,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,38,DEF,0.0
Matt,Targett,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Anthony,Gordon,6,4,101,1798,30,404.2,393.8,514.0,10,352,130.9,8,1,3,3.3,73,MID,13.835616438356166
Anthony,Elanga,0,1,47,1278,27,266.2,129.6,183.0,0,174,57.5,2,0,0,2.6,65,MID,7.230769230769231
Harvey,Barnes,7,1,105,1906,30,373.9,402.8,667.0,9,347,144.0,5,0,1,1.2,61,MID,17.213114754098363
Bruno,Guimarães Rodriguez Moura,9,7,153,2391,36,752.7,779.6,479.0,22,672,201.3,6,0,5,6.1,69,MID,22.173913043478258
Jacob,Murphy,3,2,81,1561,19,391.6,329.8,344.0,5,310,105.5,8,0,2,0.6,59,MID,13.728813559322033
Joelinton Cássio,Apolinário de Lira,2,1,73,1950,27,296.3,324.4,329.0,2,304,95.0,5,0,10,0.3,59,MID,12.372881355932202
Sandro,Tonali,0,2,81,2534,38,534.1,398.0,198.0,2,477,113.4,7,0,4,1.1,53,MID,15.283018867924529
Antoñito,Cordero Campillo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Joe,Willock,0,2,36,882,16,198.0,127.6,180.0,0,153,50.5,3,0,3,0.1,50,MID,7.2
Isaac,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Garang,Kuol,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID,0.0
Lewis,Miley,1,4,72,1493,22,251.4,342.6,136.0,5,334,73.0,2,0,0,1.7,44,MID,16.363636363636363
Joe,White,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
William,Osula,7,1,74,740,13,82.5,255.6,282.0,13,275,61.9,2,0,0,1.2,55,FWD,13.454545454545455
Sean,Neave,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43,FWD,0.0
Aaron,Ramsdale,0,0,25,1003,17,10.0,212.8,0.0,1,107,22.3,1,0,2,0.8,48,GKP,5.208333333333334
Malick,Thiaw,4,0,125,2873,50,112.5,850.4,409.0,12,426,136.9,5,0,4,4.8,49,DEF,25.51020408163265
Seung-Soo,Park,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,MID,0.0
Nick,Woltemade,8,4,106,1819,28,282.6,440.6,423.0,12,390,113.5,8,0,0,6.4,67,FWD,15.82089552238806
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GKP,0.0
Leo,Shahar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Sam,Alabi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Oleksandr,Zinchenko,0,0,7,352,6,83.4,80.8,22.0,0,56,18.6,0,0,0,0.2,49,DEF,1.4285714285714284
Stefan,Ortega Moreno,0,0,11,270,4,0.0,68.6,0.0,0,38,6.9,1,0,0,0.2,47,GKP,2.3404255319148937
James,McAtee,0,1,16,276,9,78.9,51.4,37.0,0,58,16.8,0,0,1,0.1,50,MID,3.2
Matz,Sels,0,0,102,2577,38,10.0,705.6,0.0,3,420,71.6,7,0,2,5.0,46,GKP,22.17391304347826
Carlos Miguel,dos Santos Pereira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GKP,0.0
Matt,Turner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GKP,0.0
Nikola,Milenković,0,1,115,3285,50,46.5,653.0,116.0,2,391,81.7,9,0,6,3.3,51,DEF,22.54901960784314
Murillo,Costa dos Santos,1,0,83,2130,29,115.5,542.2,82.0,3,333,74.0,6,0,5,1.8,52,DEF,15.961538461538462
Ola,Aina,0,2,67,1587,19,160.3,285.2,58.0,5,264,50.5,6,0,3,2.1,47,DEF,14.25531914893617
Neco,Williams,2,3,126,3113,47,563.0,787.6,353.0,15,524,170.3,9,1,6,4.2,48,DEF,26.25
David,Mota Veiga Teixeira do Carmo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Jair,Paula da Cunha Filho,0,0,11,452,6,15.0,98.0,29.0,0,47,14.2,0,0,0,0.1,42,DEF,2.619047619047619
Felipe,Rodrigues da Silva,1,0,49,1250,22,37.3,345.0,94.0,1,182,47.6,2,0,5,0.1,43,DEF,11.395348837209303
Omar,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Zach,Abbott,0,0,3,165,4,6.4,25.4,0.0,0,3,3.2,0,0,0,0.2,38,DEF,0.7894736842105263
Willy,Boly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,38,DEF,0.0
Morgan,Gibbs-White,14,4,179,3011,44,720.9,806.4,813.0,16,685,233.8,10,0,1,7.0,75,MID,23.866666666666667
Callum,Hudson-Odoi,3,4,88,1838,26,611.7,366.6,330.0,8,358,130.6,6,0,0,0.6,57,MID,15.43859649122807
Elliot,Anderson,4,5,178,3268,49,931.5,903.2,309.0,16,777,214.7,10,0,8,7.6,56,MID,31.78571428571429
João Pedro,Ferreira da Silva,0,0,1,11,0,0.5,5.0,4.0,0,6,1.0,0,0,0,0.0,54,MID,0.18518518518518517
Nicolás,Domínguez,1,1,47,1143,20,191.4,259.6,133.0,3,223,58.5,3,0,3,0.0,50,MID,9.4
Lewis,O'Brien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Ibrahim,Sangaré,2,2,85,2009,25,203.2,414.8,126.0,2,355,74.6,8,0,5,0.1,49,MID,17.346938775510203
Ryan,Yates,0,2,29,577,7,79.3,128.0,48.0,0,118,25.4,0,0,3,0.1,47,MID,6.170212765957446
Eric,da Silva Moreira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Marko,Stamenić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Chris,Wood,3,0,39,835,13,76.0,134.4,238.0,4,139,43.5,2,0,0,4.6,71,FWD,5.492957746478874
Igor Jesus,Maciel da Cruz,6,6,112,2203,36,237.1,415.0,703.0,13,394,133.2,9,0,2,2.4,59,FWD,18.983050847457626
Taiwo,Awoniyi,4,2,43,452,4,78.9,177.2,228.0,4,175,47.9,1,0,1,0.4,52,FWD,8.269230769230768
Dan,Ndoye,1,2,50,1167,17,217.7,166.4,180.0,4,178,56.6,2,0,1,0.7,55,MID,9.090909090909092
Angus,Gunn,0,0,1,45,0,0.0,1.2,0.0,0,4,0.1,0,0,0,1.1,40,GKP,0.25
Omari,Hutchinson,1,6,77,1599,23,486.4,306.4,350.0,3,310,114.2,6,0,1,0.1,54,MID,14.259259259259258
Arnaud,Kalimuendo,0,0,9,89,3,17.7,6.8,39.0,0,24,6.3,0,0,0,0.1,60,FWD,1.5
John Victor,Maciel Furtado,0,0,11,437,8,0.0,56.4,0.0,0,32,5.7,1,0,1,0.3,40,GKP,2.75
Nicolò,Savona,2,0,39,1025,18,123.2,216.6,94.0,0,131,43.5,3,0,2,0.0,45,DEF,8.666666666666666
Luis Eduardo,Soares da Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Dilane,Bakwa,0,2,26,549,10,178.8,86.4,95.0,1,100,35.6,2,0,1,0.0,59,MID,4.406779661016949
Lorenzo,Lucca,1,0,9,126,1,13.0,37.2,39.0,0,33,8.5,1,0,0,0.0,53,FWD,1.6981132075471699
Luca,Netz,0,0,10,326,5,29.8,59.8,10.0,0,29,10.0,0,0,0,0.0,45,DEF,2.2222222222222223
Archie,Whitehall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jimmy,Sinclair,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Anthony,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,42,GKP,0.0
Simon,Moore,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GKP,0.0
